token_address,pool_address,label,type
0x0000000000085d4780B73119b644AE5ecd22b376,0xb4d0d9df2738abE81b87b66c80851292492D1404,1,0
0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0x2fDbAdf3C4D5A8666Bc06645B8358ab803996E28,1,0
0x6f259637dcD74C767781E37Bc6133cd6A68aa161,0x26cE49c08EE71afF0C43dB8F8B9bEa950b6cdC67,1,0
0x99D8a9C45b2ecA8864373A26D1459e3Dff1e17F3,0xf34CAdb94e038CDAcB4De4bb4263eEc83eE17F5B,1,0
0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xB6909B960DbbE7392D405429eB2b3649752b4838,1,0
0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,0xCc3d1EceF1F9fD25599dbeA2755019DC09db3c54,1,0
0x16631e53C20Fd2670027C6D53EfE2642929b285C,0x5eD7d3B704D692938EE25fA2C7e75A1E10670b33,1,0
0x467Bccd9d29f223BcE8043b84E8C8B282827790F,0x291c69fdaebd3CBE953843DA243F8605A766a268,1,0
0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,0x2615b89AD032CcDa6D67e1D511F0E4c9e3a5dc13,1,0
0x8E870D67F660D95d5be530380D0eC0bd388289E1,0x598e7A017dAce2534Bc3F7496124C89425b1E165,1,0
0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,0x81FbEf4704776cc5bBa0A5dF3a90056d2C6900B3,1,0
0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x3fd4Cf9303c4BC9E13772618828712C8EaC7Dd2F,1,0
0xE41d2489571d322189246DaFA5ebDe1F4699F498,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4,1,0
0x4F9254C83EB525f9FCf346490bbb3ed28a81C667,0x75201d546585ed4190BB5c7F0Ae4F48dFe1b0c62,1,0
0xf650C3d88D12dB855b8bf7D11Be6C55A4e07dCC9,0x2d6f06e6f3bE6711D24f266De06F7872800f4a15,1,0
0x9992eC3cF6A55b00978cdDF2b27BC6882d88D1eC,0xc03C6f5d6C5Bf2959a4E74e10fD916b5B50BF102,1,0
0x3845badAde8e6dFF049820680d1F14bD3903a5d0,0x3dd49f67E9d5Bc4C5E6634b3F70BfD9dc1b6BD74,1,0
0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,0x3aACfbC97573ED2f57F3FeeDbacc99c52CDEEab6,1,0
0xba9d4199faB4f26eFE3551D490E3821486f135Ba,0x8D9B9e25b208CAC58415d915898c2ffa3A530aa1,1,0
0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,0x88D97d199b9ED37C29D846d00D443De980832a22,1,0
0xB4EFd85c19999D84251304bDA99E90B92300Bd93,0x70EA56e46266f0137BAc6B75710e3546f47C855D,1,0
0x7DD9c5Cba05E151C895FDe1CF355C9A1D5DA6429,0xb5F790A03b7559312D9e738df5056A4b4c8459F4,1,0
0x3597bfD533a99c9aa083587B074434E61Eb0A258,0x9a632cD9cB44F9383BF6f3117056c2455b30a6E0,1,0
0x111111111117dC0aa78b770fA6A738034120C302,0x26aAd2da94C59524ac0D93F6D6Cbf9071d7086f2,1,0
0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,0x4042A04c54eF133aC2a3C93DB69d43C6C02a330b,1,0
0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0x94B0A3d511b6EcDb17eBF877278Ab030acb0A878,1,0
0x39Bb259F66E1C59d5ABEF88375979b4D20D98022,0xc1f402B95196807c8f951CBe1c03C944571A1DC2,1,0
0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,0x8878Df9E1A7c87dcBf6d3999D997f262C05D8C70,1,0
0x767FE9EDC9E0dF98E07454847909b5E959D7ca0E,0x8Fb8BF2B444e37379e46de8BB77C551bd008f0aD,1,0
0xe28b3B32B6c345A34Ff64674606124Dd5Aceca30,0x3C70f4FAeA49E50AdC8305F2E1Aa0EA326A54fFc,1,0
0xff56Cc6b1E6dEd347aA0B7676C85AB0B3D08B0FA,0xC98B3B8C7CC0D7D925d1a407347b845D9F001391,1,0
0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,0x59E7Bee6374A3f6ecB33180ecE978fd4f2B7Cea2,1,0
0x853d955aCEf822Db058eb8505911ED77F175b99e,0xFD0A40Bc83C5faE4203DEc7e5929B446b07d1C76,1,0
0x967da4048cD07aB37855c090aAF366e4ce1b9F48,0x9b7DaD79FC16106b47a3DAb791F389C167e15Eb0,1,0
0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9,1,0
0x69af81e73A73B40adF4f3d4223Cd9b1ECE623074,0x4D5f135691F13F7F5949AB3343ac7DC6bD7dF80B,1,0
0x5B7533812759B45C2B44C19e320ba2cD2681b542,0xe45b4a84E0aD24B8617a489d743c52B84B7aCeBE,1,0
0x8400D94A5cb0fa0D041a3788e395285d61c9ee5e,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba,1,0
0xbE9375C6a420D2eEB258962efB95551A5b722803,0x233BBf76a7D8da6275c70Ea372f19De84dBCc167,1,0
0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd,0x68Fa181c720C07B7FF7412220E2431ce90A65A14,1,0
0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,0xce2Cc0513634CEf3a7C9C257E294EF5E3092f185,1,0
0x45804880De22913dAFE09f4980848ECE6EcbAf78,0x9C4Fe5FFD9A9fC5678cFBd93Aa2D4FD684b67C4C,1,0
0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e,0xA6be7F7C6c454B364cDA446ea39Be9e5E4369DE8,1,0
0xfc82bb4ba86045Af6F327323a46E80412b91b27d,0x544bD38C20A08DB40DeB6CF51Be37B28d300af85,1,0
0xD291E7a03283640FDc51b121aC401383A46cC623,0xDc2b82Bc1106C9c5286e59344896fB0ceb932f53,1,0
0xEA26c4aC16D4a5A106820BC8AEE85fd0b7b2b664,0xb05D13c6F01c500E2A23c6c18AA4fD5B82aB150d,1,0
0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,0x7ce01885a13c652241aE02Ea7369Ee8D466802EB,1,0
0x221657776846890989a759BA2973e427DfF5C9bB,0x8979A3Ef9D540480342AC0F56e9D4c88807b1CBa,1,0
0x55296f69f40Ea6d20E478533C15A6B08B654E758,0xa986F2A12d85c44429f574BA50C0e21052B18BA1,1,0
0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,0x01688e1a356c38A8ED7C565BF6c6bfd59543a560,1,0
0x178c820f862B14f316509ec36b13123DA19A6054,0xdc7d8cC3a22FE0eC69770E02931f43451b7B975e,1,0
0xdF574c24545E5FfEcb9a659c229253D4111d87e1,0x8749068c5b45Fdaa369319E5DAa1e5f332419c6D,1,0
0x607F4C5BB672230e8672085532f7e901544a7375,0x6d57a53A45343187905aaD6AD8eD532D105697c1,1,0
0x5Cf04716BA20127F1E2297AdDCf4B5035000c9eb,0x1740Aa56eb4e333BacD317dacD0cF28043d8e8A1,1,0
0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,0xB784CED6994c928170B417BBd052A096c6fB17E2,1,0
0x580c8520dEDA0a441522AEAe0f9F7A5f29629aFa,0x234ef45737cE6cfa4fCc55d961435C4d59fd9FDB,1,0
0xba100000625a3754423978a60c9317c58a424e3D,0xA70d458A4d9Bc0e6571565faee18a48dA5c0D593,1,0
0xcca0c9c383076649604eE31b20248BC04FdF61cA,0xa3bC32ccC6EDAcC429a577572b51A118c3a4c562,1,0
0x85Eee30c52B0b379b046Fb0F85F4f3Dc3009aFEC,0xE6f19dAb7d43317344282F803f8E8d240708174a,1,0
0xF433089366899D83a9f26A773D59ec7eCF30355e,0x32937E3e2Cd5836B874471638052b9aB953DfEEC,1,0
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0x454F11D58E27858926d7a4ECE8bfEA2c33E97B13,1,0
0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0x05B0c1D8839eF3a989B33B6b63D3aA96cB7Ec142,1,0
0xDe7D85157d9714EADf595045CC12Ca4A5f3E2aDb,0x604DB14F07A11032eE1856cc219AE6AA58575344,1,0
0x4C19596f5aAfF459fA38B0f7eD92F11AE6543784,0xeC6a6b7dB761A5c9910bA8fcaB98116d384b1B85,1,0
0x8A2279d4A90B6fe1C4B30fa660cC9f926797bAA2,0xd366Ed22F5b2262A2Da4C32D8A4607C93690134a,1,0
0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,0x61247D8aCa1C485A50728E1336d9b26c8339e701,1,0
0xf16e81dce15B08F326220742020379B855B87DF9,0x0EfEA698136d636e2babAD10821e9064fE08f418,1,0
0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC,0xAEF16913b6C50EBCf627a394921F306985FC8604,1,0
0x4575f41308EC1483f3d399aa9a2826d74Da13Deb,0x9B533F1cEaa5ceb7e5b8994ef16499E47A66312D,1,0
0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25,0x3dDBbFd2CF0120F6E98Ea0D44AeD3475C385F0E9,1,0
0xec67005c4E498Ec7f55E092bd1d35cbC47C91892,0x15ab0333985FD1E289adF4fBBe19261454776642,1,0
0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0xecBa967D84fCF0405F6b32Bc45F4d36BfDBB2E81,1,0
0xEC213F83defB583af3A000B1c0ada660b1902A0F,0xf248959D7AA50Cd47b448F507063eaa6CC5404c4,1,0
0xCdCFc0f66c522Fd086A1b725ea3c0Eeb9F9e8814,0x56367E6cF21d79eb73Bee565C7c14317F67992BA,1,0
0xa117000000f279D81A1D3cc75430fAA017FA5A2e,0x9dEF9511fEc79f83AFCBFfe4776B1D817DC775aE,1,0
0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,0x1A58Aa618DF8F1eC282748feF6185C1a1cC2FAa6,1,0
0x595832F8FC6BF59c85C527fEC3740A1b7a361269,0x3C442baB170F19Dd40D0b1a405C9d93b088B9332,1,0
0xE95A203B1a91a908F9B9CE46459d101078c2c3cb,0x6147805e1011417B93e5D693424a62A70d09d0E5,1,0
0x08d967bb0134F2d07f7cfb6E246680c53927DD30,0x3006c0D2A6e54d3590a44384c6F066c9cF9a4ceA,1,0
0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c,1,0
0x7B0C06043468469967DBA22d1AF33d77d44056c8,0xB89Ed43f45D1f870bE815c7b53368a1cC5184474,1,0
0xdd974D5C2e2928deA5F71b9825b8b646686BD200,0xf49C43Ae0fAf37217bDcB00DF478cF793eDd6687,1,0
0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,0xaB3F9bF1D81ddb224a2014e98B238638824bCf20,1,0
0x26E75307Fc0C021472fEb8F727839531F112f317,0xb983499B7D2f2569A7399048bBd72CA65e4E44E2,1,0
0x6c28AeF8977c9B773996d0e8376d2EE379446F2f,0xdC3E94ddF605864b79fCE18C7Cf974E579001E7b,1,0
0x818Fc6C2Ec5986bc6E2CBf00939d90556aB12ce5,0x746948ce62c04868a55c69c59dd5A6298e94dfF5,1,0
0x8f8221aFbB33998d8584A2B05749bA73c37a938a,0x4a7d4BE868e0b811ea804fAF0D3A325c3A29a9ad,1,0
0x5228a22e72ccC52d415EcFd199F99D0665E7733b,0x8d50d0Fd88016Ea63229e432803DB4069c40DB09,1,0
0xB63B606Ac810a52cCa15e44bB630fd42D8d1d83d,0x3BcCa6cD264709Ffc7761C9339F2f2605Fd4F24d,1,0
0xB3319f5D18Bc0D84dD1b4825Dcde5d5f7266d407,0xa249e650737Af19a294eF4B5ACe26394b8287A24,1,0
0x389999216860AB8E0175387A0c90E5c52522C945,0x854373387E41371Ac6E307A1F29603c6Fa10D872,1,0
0xDF2C7238198Ad8B389666574f2d8bc411A4b7428,0x2084C8115D97a12114A70A27198C3591B6df7D3E,1,0
0x115eC79F1de567eC68B7AE7eDA501b406626478e,0xF55db1eE16Fa5be86335688D2a1a6F4d439Ca4Bb,1,0
0xb17C88bDA07D28B3838E0c1dE6a30eAfBCF52D85,0x8627C8cB59F01435c2dEd1E0E941f064Ccb0F5b8,1,0
0x77FbA179C79De5B7653F68b5039Af940AdA60ce0,0xf6048f2a7e1C44012265fAB271C8eb89bB74bd4E,1,0
0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,0xa3509A16BbfC5992eb01Cc861B615cCd8e937da8,1,0
0x0391D2021f89DC339F60Fff84546EA23E337750f,0xB17B1342579e4bcE6B6e9A426092EA57d33843D9,1,0
0x5Ca381bBfb58f0092df149bD3D243b08B9a8386e,0xD9F91070371987Eee3e500E90de5333E0c43d031,1,0
0x5e3346444010135322268a4630d2ED5F8D09446c,0xEB38323F2e78385672AA10a6cdE896d17710dC1c,1,0
0xb59490aB09A0f526Cc7305822aC65f2Ab12f9723,0x2a785850bf6455e00359fBae0dA83E9A3a3aD44A,1,0
0xd0929d411954c47438dc1d871dd6081F5C5e149c,0x1A8BE918a10DeF715Ac249d4f8E1DA992FB99328,1,0
0xdB25f211AB05b1c97D595516F45794528a807ad8,0x7CC34EA5D7103D01b76e0DCCF1ddaD9F376801E9,1,0
0x88dF592F8eb5D7Bd38bFeF7dEb0fBc02cf3778a0,0x0928592F80D63d474257A7b797120e301BA2d987,1,0
0x584bC13c7D411c00c01A62e8019472dE68768430,0x1273aD5D8f3596A7a39EfDb5a4b8f82E8F003fc3,1,0
0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,0x23bFf8ca20AAc06EFDf23cEe3B8ae296A30Dfd27,1,0
0x91Af0fBB28ABA7E31403Cb457106Ce79397FD4E6,0x505a152C24B03A666E903aA6159e5F9433094893,1,0
0x56d811088235F11C8920698a204A5010a788f4b3,0xB9b752F7f4a4680eEb327ffe728f46666763A796,1,0
0xcB97e65F07DA24D46BcDD078EBebd7C6E6E3d750,0xE1438229f68291d3861aEf748848C7A44BEf2A45,1,0
0x3593D125a4f7849a1B059E64F4517A86Dd60c95d,0xe46935aE80E05cdEbD4a4008B6ccaA36d2845370,1,0
0x037A54AaB062628C9Bbae1FDB1583c195585fe41,0xFCB910d871d7e94F5A566B7b32Fb2B19583c09D7,1,0
0x84cA8bc7997272c7CfB4D0Cd3D55cd942B3c9419,0x4Dc02e1bB2EC1CE4C50C351e6e06505E7B1dCe8d,1,0
0xEE06A81a695750E71a662B51066F2c74CF4478a0,0x44c21F5DCB285D92320AE345C92e8B6204Be8CdF,1,0
0x6C8c6b02E7b2BE14d4fA6022Dfd6d75921D90E4E,0x4F2659FdD3ddf4d3D017fb4651036E88D1F2FA11,1,0
0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,0x86fEf14C27C78dEAEb4349FD959CAA11fc5B5D75,1,0
0x2F109021aFe75B949429fe30523Ee7C0D5B27207,0x14b6154BCbf537368aF932901456a7fEb57cbE5a,1,0
0x0Ae055097C6d159879521C384F1D2123D1f195e6,0x3B3d4EeFDc603b232907a7f3d0Ed1Eea5C62b5f7,1,0
0xD7EFB00d12C2c13131FD319336Fdf952525dA2af,0x89635F792F4cfE2499Eb1BBdBa99e5D162e427Fa,1,0
0x57B946008913B82E4dF85f501cbAeD910e58D26C,0x87b01a1935cdD35588a2afF22ecba1a9cE7Cebd2,1,0
0x70e8dE73cE538DA2bEEd35d14187F6959a8ecA96,0x80fD21Ff4A1FF7727fb81E098C5062bA47Fe67Af,1,0
0x93ED3FBe21207Ec2E8f2d3c3de6e058Cb73Bc04d,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab,1,0
0xCF3C8Be2e2C42331Da80EF210e9B1b307C03d36A,0x51C1d5Cdf10DDa49219054920c22c8d4a23EEd89,1,0
0x362bc847A3a9637d3af6624EeC853618a43ed7D2,0x64CaC8fa24F437cECA90e20A7a24a609f162b0D1,1,0
0x431ad2ff6a9C365805eBaD47Ee021148d6f7DBe0,0x232818620877fd9232e9ADe0c91EF5518EB11788,1,0
0x5218E472cFCFE0b64A064F055B43b4cdC9EfD3A6,0x7BA9b94127D434182287de708643932EC036d365,1,0
0x419c4dB4B9e25d6Db2AD9691ccb832C8D9fDA05E,0x4f9FcdAE3950A033074b93e269B6C382109Fae71,1,0
0xE5Dada80Aa6477e85d09747f2842f7993D0Df71C,0xc5b249D6d4f43d58c1Af113712230BD194AF1FC1,1,0
0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xa27C56b3969CfB8FBCE427337D98e3bd794Ec688,1,0
0x0000000000095413afC295d19EDeb1Ad7B71c952,0x7924a818013f39cf800F5589fF1f1f0DEF54F31F,1,0
0xa3d58c4E56fedCae3a7c43A725aeE9A71F0ece4e,0x350DB0440f1FF18e900DcC8c01180AA00e72CC91,1,0
0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1,0x99dFDE431b40321a35dEb6AEb55cf338dDD6eccd,1,0
0x226bb599a12C826476e3A771454697EA52E9E220,0x0F18d9cdDc22c09537b477A9f5269a4832048df6,1,0
0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,0xE8aaB3e172424d1976d5b671622FE465d805eB1f,1,0
0xb6EE9668771a79be7967ee29a63D4184F8097143,0x0F641eFbEfF4bE14762A276D4d3744cE40526653,1,0
0xa2791BdF2D5055Cda4d46EC17f9F429568275047,0xCD72a3e3Fe58B792Ce2C7a7F488aCf1Bc8100136,1,0
0x618E75Ac90b12c6049Ba3b27f5d5F8651b0037F6,0x394481b3D4eC4fA6D22579148a2f609Ae8256FdE,1,0
0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,0xF21638eE30e1Ee8cCFf28c08583F0B5CA208DAB1,1,0
0x1614F18Fc94f47967A3Fbe5FfcD46d4e7Da3D787,0x73A86455888902108bC88F5831919e23098b9B04,1,0
0x9B02dD390a603Add5c07f9fd9175b7DABE8D63B7,0xE3Ee3d5f7e9c750490D99Ab166EDc1886de0a85E,1,0
0xDFe66B14D37C77F4E9b180cEb433d1b164f0281D,0x448A0a42f55142971bb3ea45E64528D3e4114f9e,1,0
0x8a854288a5976036A725879164Ca3e91d30c6A1B,0x2680a95FC9De215F1034F073185CC1F2a28B4107,1,0
0xfB7B4564402E5500dB5bB6d63Ae671302777C75a,0xA29fE6ef9592b5d408cca961D0fb9b1fAF497D6D,1,0
0x986EE2B944c42D017F52Af21c4c69B84DBeA35d8,0x208967332Dc89DCB893dCf220d5EC19F560727eC,1,0
0xb753428af26E81097e7fD17f40c88aaA3E04902c,0xC76225124F3CaAb07f609b1D147a31de43926cd6,1,0
0x27054b13b1B798B345b591a4d22e6562d47eA75a,0xcA9c4cC09e901F4d2AA072ed1AA95DCbE3A7A8E5,1,0
0x99ea4dB9EE77ACD40B119BD1dC4E33e1C070b80d,0x0a05e2E9d6333387d4F634b08FfF5210292f5561,1,0
0x8B39B70E39Aa811b69365398e0aACe9bee238AEb,0xfe903A12359496B932e24C5e9B78f1B9060a6342,1,0
0x255Aa6DF07540Cb5d3d297f0D0D4D84cb52bc8e6,0x4C95840bB3cE1d717138b3376473f2c021d7BC64,1,0
0x1b40183EFB4Dd766f11bDa7A7c3AD8982e998421,0x6D7B6DaD6abeD1DFA5eBa37a6667bA9DCFD49077,1,0
0x9B99CcA871Be05119B2012fd4474731dd653FEBe,0xec7a1a2896D4B9d7014FA7be2aA936C8A76A8072,1,0
0xF4d861575ecC9493420A3f5a14F85B13f0b50EB3,0xDEc87f2f3e7A936B08eBd7B2371AB12CC8B68340,1,0
0x0cEC1A9154Ff802e7934Fc916Ed7Ca50bDE6844e,0x85Cb0baB616Fe88a89A35080516a8928F38B518b,1,0
0x3aFfCCa64c2A6f4e3B6Bd9c64CD2C969EFd1ECBe,0xd0FBB87e47dA9987D345dbDF3A34d4266cf5ebe9,1,0
0x89Ab32156e46F46D02ade3FEcbe5Fc4243B9AAeD,0x77bbC2B409C2c75E4999e8E3eb8309EFff37cf2D,1,0
0x746DdA2ea243400D5a63e0700F190aB79f06489e,0x5725Fb1C05fa5B0deD1FfA605509275D92f98d3e,1,0
0x1796ae0b0fa4862485106a0de9b654eFE301D0b2,0xbf4fF08b9A3bBb77A362b609119100545C0445FE,1,0
0x626E8036dEB333b408Be468F951bdB42433cBF18,0xf956cdc8F43637F34F4BE368fA1Cb7DA01D622Be,1,0
0x340D2bdE5Eb28c1eed91B2f790723E3B160613B7,0x0e8CC25eAC180D68ff214bb9D4b2A043af764A28,1,0
0x954b890704693af242613edEf1B603825afcD708,0x6Cd7301D8366382198e2Ab7D3cc4c6A74f3b4FC8,1,0
0xee573a945B01B788B9287CE062A0CFC15bE9fd86,0x481EFdD010433DeD1A931B557e4Fe63b7b897964,1,0
0xAAA7A10a8ee237ea61E8AC46C50A8Db8bCC1baaa,0x5F6Af850b5aEc2962397D24E8CD820e511C2F1Ee,1,0
0x15B543e986b8c34074DFc9901136d9355a537e7E,0x9485b6AD92273DD7af618fD070F39bed7C03e929,1,0
0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,0x071d2630314f770fC6DcA0D517Ca69A2cd0F724B,1,0
0x1955d744F9435522Be508D1Ba60E3c12D0690B6A,0x4361966d6b6137544878698EbA84B73BD1832f5F,1,0
0xF5581dFeFD8Fb0e4aeC526bE659CFaB1f8c781dA,0x375876D8922bd7EDAA249648124C4a34BC528d99,1,0
0xE1c7E30C42C24582888C758984f6e382096786bd,0x178f1A72172A99F7F44E125dE6413eA808713E7C,1,0
0xE5B826Ca2Ca02F09c1725e9bd98d9a8874C30532,0x7d850B7Dd7EB091eC313F730ee81E165A80E863f,1,0
0xe2f2a5C287993345a840Db3B0845fbC70f5935a5,0xFa28Af6be3649E90ED76b8269Db65B236f716Fbe,1,0
0xc3761EB917CD790B30dAD99f6Cc5b4Ff93C4F9eA,0xb4A0a46D3042A739Ec76Fd67A3F1b99cC12aC1D9,1,0
0x814e0908b12A99FeCf5BC101bB5d0b8B5cDf7d26,0xD037b5856c563907DF737931Ae7c484DA02f6c13,1,0
0xd4fa1460F537bb9085d22C7bcCB5DD450Ef28e3a,0xb675215090ba998D5e9874c649e5AFa093058C00,1,0
0x9469D013805bFfB7D3DEBe5E7839237e535ec483,0xa32523371390b0Cc4e11F6Bb236ecf4C2cDEA101,1,0
0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0x7B73644935b8e68019aC6356c40661E1bc315860,1,0
0x72dD4b6bd852A3AA172Be4d6C5a6dbEc588cf131,0x31f8978879C824eA73ae972e46046f90aEcc38A9,1,0
0xE884cc2795b9c45bEeac0607DA9539Fd571cCF85,0x86302815ECfc7fB046f58fF6d607db839836B8B3,1,0
0x16ECCfDbb4eE1A85A33f3A9B21175Cd7Ae753dB4,0x92CC4300B9FD36242900BcA782b2E9E000BD5099,1,0
0x08c32b0726C5684024ea6e141C50aDe9690bBdcc,0x80D972d2a62Ba71814F4e08Bd27F95E5D81d02a9,1,0
0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,0xEF9Ac6348A04Ac07C8Cfb19FE19827f1C92d7512,1,0
0x6531f133e6DeeBe7F2dcE5A0441aA7ef330B4e53,0x1B8409C18b56FE081f0184535B0449289bdaBcAc,1,0
0x4946Fcea7C692606e8908002e55A582af44AC121,0xd9d39540d61F8D6Eb2EE7eEdFae93CC09cC24f0E,1,0
0x4a527d8fc13C5203AB24BA0944F4Cb14658D1Db6,0x51fe8E8FA3F9F10288fA8c2Aff1400F887D21c42,1,0
